Playback Start Datetime (UTC),Playback End Datetime (UTC),Title,Duration Minutes
2015-08-27 04:18:17,2015-09-06 03:46:08,"eps1.1_one-and-zer0es.mpeg-Mr. Robot, Season 1",48
