Playback Start Datetime (UTC),Playback End Datetime (UTC),Title,Seconds Viewed,Content Quality Delivered,Content Quality Entitled,Device Manufacturer Name,Device Model Name,Benefit Code,Offer Type Code,Entitlement Type Code,Audio Language Code,Delivery Type,Material Type Description,Offer Group Description,Operating System Name,Start Point Seconds,End Point Seconds,Browser,Connection Type,ISP Name,Average Bandwidth,Preferred Langugage Code,City,Country Code,State,Zipcode,Seconds Buffered,Seconds Paused,Fast Forward Count,Rewind Count,Pause Count,Buffer Count,Error Count,Fatal Error Count,Dropped Frame Count,Profile Type,Stream Type,Playback Method,Player Type,Player Version,Runtime Name,Runtime Version,Is PV Mobile Edition,Protocol Code,Is Autoplay,Freevee Autoplay,Subtitle Language Code,Is Household,Timed Text Type,Timed Text Subtype,Video Duration in SD,Video Duration in Sub-SD,Video Duration in Full-SD,Video Duration in 720p,Video Duration in 1080p,Video Duration in 2K,Video Duration in 4K,Is Deleted
2015-08-27 04:18:17.695,2015-08-26 22:13:36,"""eps1.1_one-and-zer0es.mpeg-Mr. Robot, Season 1""",2831.31400,"""SD""","""SD""","""Not available""","""WINDOWSPC""","""Not available""","""SD_""","""Not available""","""Not available""","""Streaming""","""Not available""","""PURCHASE""","""Win32NT 6.3.9600.0""",Not available,2251.00000000000,"""Firefox 40.0""","""Not available""","""SHAW""","""8250""","""Not available""","""Vancouver""","""CA""","""BC""","""v5k""","""Not available""",448,0,0,2,0,0,0,4,"""ADULT""","""VOD""","""Online""","""Not available""","""Not available""","""Not available""","""Not available""","""No""","""HTTP""","""No""","""No""","""Not available""","""No""","""Not available""","""Not available""",Not available,Not available,Not available,Not available,Not available,Not available,Not available,"""No"""
